"","close","neutral","open"
"statOutput/AmFeierabendIPA-wholeSongStressed.csv",0.339285714285714,0.0357142857142857,0.625
"statOutput/AmFeierabendIPAMusic-wholeSongStressed.csv",0.307692307692308,0.0576923076923077,0.634615384615385
"statOutput/DanksagungAnDenBachIPA-wholeSongStressed.csv",0.275,0.15,0.575
"statOutput/DanksagungAnDenBachIPAMusic-wholeSongStressed.csv",0.3,0.14,0.56
"statOutput/DasWandernIPA-wholeSongStressed.csv",0.260869565217391,0.0434782608695652,0.695652173913043
"statOutput/DasWandernIPAMusic-wholeSongStressed.csv",0.220183486238532,0.036697247706422,0.743119266055046
"statOutput/DerJagerIPA-wholeSongStressed.csv",0.370786516853933,0.0449438202247191,0.584269662921348
"statOutput/DerJagerIPAMusic-wholeSongStressed.csv",0.371134020618557,0.0515463917525773,0.577319587628866
"statOutput/DerMullerUndDerBachIPA-wholeSongStressed.csv",0.453125,0.046875,0.5
"statOutput/DerMullerUndDerBachIPAMusic-wholeSongStressed.csv",0.421052631578947,0.0657894736842105,0.513157894736842
"statOutput/DerNeugierigeIPA-wholeSongStressed.csv",0.263157894736842,0.0175438596491228,0.719298245614035
"statOutput/DerNeugierigeIPAMusic-wholeSongStressed.csv",0.27536231884058,0.0144927536231884,0.710144927536232
"statOutput/DesBachesWiegenliedIPA-wholeSongStressed.csv",0.345679012345679,0.0246913580246914,0.62962962962963
"statOutput/DesBachesWiegenliedIPAMusic-wholeSongStressed.csv",0.357142857142857,0.0285714285714286,0.614285714285714
"statOutput/DesMullersBlumenIPA-wholeSongStressed.csv",0.315068493150685,0.0136986301369863,0.671232876712329
"statOutput/DesMullersBlumenIPAMusic-wholeSongStressed.csv",0.285714285714286,0.0119047619047619,0.702380952380952
"statOutput/DieBoseFarbeIPA-wholeSongStressed.csv",0.333333333333333,0.0595238095238095,0.607142857142857
"statOutput/DieBoseFarbeIPAMusic-wholeSongStressed.csv",0.346534653465347,0.0594059405940594,0.594059405940594
"statOutput/DieLiebeFarbeIPA-wholeSongStressed.csv",0.362068965517241,0,0.637931034482759
"statOutput/DieLiebeFarbeIPAMusic-wholeSongStressed.csv",0.328947368421053,0,0.671052631578947
"statOutput/EifersuchtUndStolzIPA-wholeSongStressed.csv",0.380281690140845,0.0422535211267606,0.577464788732394
"statOutput/EifersuchtUndStolzIPAMusic-wholeSongStressed.csv",0.428571428571429,0.0380952380952381,0.533333333333333
"statOutput/HaltIPA-wholeSongStressed.csv",0.0833333333333333,0.125,0.791666666666667
"statOutput/HaltIPAMusic-wholeSongStressed.csv",0.0789473684210526,0.105263157894737,0.815789473684211
"statOutput/MeinIPA-wholeSongStressed.csv",0.267857142857143,0.0178571428571429,0.714285714285714
"statOutput/MeinIPAMusic-wholeSongStressed.csv",0.275862068965517,0.0229885057471264,0.701149425287356
"statOutput/MitDemGrunenLautenbandeIPA-wholeSongStressed.csv",0.369230769230769,0.0307692307692308,0.6
"statOutput/MitDemGrunenLautenbandeIPAMusic-wholeSongStressed.csv",0.349397590361446,0.0240963855421687,0.626506024096386
"statOutput/MorgengrussIPA-wholeSongStressed.csv",0.435294117647059,0.0352941176470588,0.529411764705882
"statOutput/MorgengrussIPAMusic-wholeSongStressed.csv",0.436893203883495,0.0388349514563107,0.524271844660194
"statOutput/NachtUndTraumeIPA-wholeSongStressed.csv",0.46875,0.0625,0.46875
"statOutput/NachtUndTraumeIPAMusic-wholeSongStressed.csv",0.472222222222222,0.0555555555555556,0.472222222222222
"statOutput/PauseIPA-wholeSongStressed.csv",0.338028169014085,0.0563380281690141,0.605633802816901
"statOutput/PauseIPAMusic-wholeSongStressed.csv",0.341463414634146,0.0487804878048781,0.609756097560976
"statOutput/TranenregenIPA-wholeSongStressed.csv",0.275,0.1375,0.5875
"statOutput/TranenregenIPAMusic-wholeSongStressed.csv",0.275,0.1375,0.5875
"statOutput/TrockneBlumenIPA-wholeSongStressed.csv",0.396825396825397,0.0476190476190476,0.555555555555556
"statOutput/TrockneBlumenIPAMusic-wholeSongStressed.csv",0.32183908045977,0.0574712643678161,0.620689655172414
"statOutput/UngeduldIPA-wholeSongStressed.csv",0.313559322033898,0.0254237288135593,0.661016949152542
"statOutput/UngelduldIPAMusic-wholeSongStressed.csv",0.315384615384615,0.0230769230769231,0.661538461538462
"statOutput/WohinIPA-wholeSongStressed.csv",0.23943661971831,0.0985915492957746,0.661971830985915
"statOutput/WohinIPAMusic-wholeSongStressed.csv",0.276785714285714,0.107142857142857,0.616071428571429
