Phoneme,ʁ,ʃ,ʊ, ,.,:,χ,I,ŋ,ç,ɔ,ə,ɛ,a,b,e,d,g,f,i,h,k,m,l,o,n,s,r,u,t,v,y,z,ɾ
Line 1,0.034482758620689655,0.0,0.0,0.13793103448275862,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0
Line 2,0.038461538461538464,0.0,0.038461538461538464,0.15384615384615385,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.11538461538461539,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0
Line 3,0.0,0.0,0.03225806451612903,0.16129032258064516,0.1935483870967742,0.06451612903225806,0.0,0.0967741935483871,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871,0.0,0.0,0.06451612903225806,0.0,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.0,0.0,0.06451612903225806
Line 4,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142
Line 5,0.0,0.04,0.08,0.16,0.24,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.04,0.08,0.0,0.04,0.04,0.0,0.0,0.08,0.0,0.0,0.04,0.0
Line 6,0.038461538461538464,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693
Line 7,0.043478260869565216,0.0,0.0,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216
Line 8,0.04,0.0,0.0,0.12,0.16,0.04,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.04,0.0,0.08
