Line 1,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.0,0.0
Line 2,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111
Line 3,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111
Line 4,0.0,0.4,0.2,0.2,0.2
Line 5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666
Line 6,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857
Line 7,0.125,0.25,0.375,0.125,0.125
Line 8,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.2222222222222222
Mean,0.20014880952380953,0.27271825396825394,0.28814484126984125,0.086259920634920634,0.15272817460317462
StDev,0.10363829287797717,0.11607257325442889,0.13856118333312356,0.071762046050171113,0.081011065889276854
