Phoneme,ʁ,ʃ,ʊ, ,.,:,χ,I,ŋ,ç,ɔ,ə,ɛ,a,b,e,d,g,f,i,h,k,m,l,o,n,s,r,u,t,v,y,z,ɾ
Line 1,0.041666666666666664,0.0,0.0,0.16666666666666666,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.0,0.125,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0
Line 2,0.047619047619047616,0.0,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0
Line 3,0.0,0.0,0.04,0.2,0.24,0.08,0.0,0.12,0.0,0.08,0.04,0.04,0.0,0.04,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.08,0.04,0.04,0.08,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.08
Line 4,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.21739130434782608,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043
Line 5,0.0,0.05263157894736842,0.10526315789473684,0.21052631578947367,0.3157894736842105,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0
Line 6,0.05,0.0,0.0,0.2,0.3,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.1,0.1,0.0,0.0,0.1
Line 7,0.05263157894736842,0.0,0.0,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842
Line 8,0.047619047619047616,0.0,0.0,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523
