close,neutral,open
0.14285714285714285,0.2857142857142857,0.5714285714285714
0.4444444444444444,0.2222222222222222,0.3333333333333333
0.2857142857142857,0.2857142857142857,0.42857142857142855
0.3,0.2,0.5
0.1111111111111111,0.4444444444444444,0.4444444444444444
0.0,0.0,1.0
0.4166666666666667,0.08333333333333333,0.5
0.375,0.375,0.25
0.3333333333333333,0.1111111111111111,0.5555555555555556
0.375,0.25,0.375
0.0,0.4444444444444444,0.5555555555555556
0.2727272727272727,0.2727272727272727,0.45454545454545453
0.0,0.0,1.0
0.4166666666666667,0.08333333333333333,0.5
0.125,0.375,0.5
0.3333333333333333,0.1111111111111111,0.5555555555555556
0.3,0.3,0.4
0.6,0.0,0.4
0.4,0.3,0.3
0.0,0.0,1.0
0.4166666666666667,0.08333333333333333,0.5
0.25,0.25,0.5
0.1111111111111111,0.3333333333333333,0.5555555555555556
0.4,0.3,0.3
0.5,0.2,0.3
0.3,0.2,0.5
0.0,0.0,1.0
0.4166666666666667,0.08333333333333333,0.5
