close,neutral,open
0.4,0.1,0.5
0.2,0.4,0.4
0.42857142857142855,0.14285714285714285,0.42857142857142855
0.5,0.1,0.4
0.5,0.125,0.375
0.25,0.375,0.375
0.2727272727272727,0.36363636363636365,0.36363636363636365
0.4,0.1,0.5
0.4,0.3,0.3
0.2222222222222222,0.1111111111111111,0.6666666666666666
0.4,0.3,0.3
0.2222222222222222,0.1111111111111111,0.6666666666666666
0.3,0.3,0.4
0.6666666666666666,0.3333333333333333,0.0
0.2222222222222222,0.3333333333333333,0.4444444444444444
0.0,0.125,0.875
0.3,0.3,0.4
0.1111111111111111,0.2222222222222222,0.6666666666666666
0.3,0.4,0.3
0.3,0.3,0.4
0.45454545454545453,0.18181818181818182,0.36363636363636365
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.6,0.2,0.2
0.5555555555555556,0.2222222222222222,0.2222222222222222
