lineNumber,close,neutral,open,distFromMean,ZNorm
line 1,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 2,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2617193600919521,0.4180593657617399
line 3,0.5,0.125,0.375,0.19249402816689856,0.3074817671115446
line 4,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 5,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.16737014212602846,0.2673499409446681
line 6,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.16737014212602846,0.2673499409446681
line 7,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 8,0.3333333333333333,0.0,0.6666666666666666,0.22637947871319908,0.3616089434845882
line 9,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 10,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 11,0.3333333333333333,0.0,0.6666666666666666,0.22637947871319908,0.3616089434845882
line 12,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 13,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.3896126527721992,0.6223506677284711
line 14,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.23318840773626617,0.37248523688489316
line 15,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.18251474826469574,0.2915412901624644
line 16,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.3099407588271976,0.4950861755641096
line 17,0.42857142857142855,0.0,0.5714285714285714,0.1825608314670418,0.2916149015083667
line 18,0.5,0.25,0.25,0.30481031669182,0.48689102567363257
line 19,0.4,0.2,0.4,0.11942906675650057,0.1907709077547696
line 20,0.4,0.2,0.4,0.11942906675650057,0.1907709077547696
line 21,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 22,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2617193600919521,0.4180593657617399
line 23,0.5,0.125,0.375,0.19249402816689856,0.3074817671115446
line 24,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 25,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.16737014212602846,0.2673499409446681
line 26,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.16737014212602846,0.2673499409446681
line 27,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 28,0.3333333333333333,0.0,0.6666666666666666,0.22637947871319908,0.3616089434845882
line 29,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 30,0.6666666666666666,0.0,0.3333333333333333,0.38374547283947347,0.6129786842396548
line 31,0.3333333333333333,0.0,0.6666666666666666,0.22637947871319908,0.3616089434845882
line 32,0.0,0.14285714285714285,0.8571428571428571,0.5043116475470142,0.8055659598345699
line 33,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.3896126527721992,0.6223506677284711
line 34,0.5,0.21428571428571427,0.2857142857142857,0.265655977972,0.42434755160172105
