Category,close,neutral,open,closeMid,openMid
Line 1,0.125,0.5,0.375,0.0,0.0
Line 2,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
Line 3,0.2,0.4,0.4,0.0,0.0
Line 4,0.0,0.0,0.4,0.2,0.4
Line 5,0.0,0.25,0.5,0.0,0.25
Line 6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
Line 7,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0
Line 8,0.4,0.2,0.2,0.0,0.2
Line 9,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
Line 10,0.2,0.2,0.4,0.0,0.2
Line 11,0.0,0.14285714285714285,0.5714285714285714,0.0,0.2857142857142857
Line 12,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
Mean,0.14652777777777778,0.22440476190476188,0.37609126984126978,0.072222222222222215,0.18075396825396825
StDev,0.14375335476493353,0.14329339803839805,0.17634086938096272,0.085886804631890593,0.14202954170011772
