lineNumber,close,neutral,open,distFromMean,ZNorm
line 1,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.4708901974301871,0.8848761106853976
line 2,0.3333333333333333,0.16666666666666666,0.5,0.19451037758868395,0.365515331064288
line 3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.15624564678587408,0.2936099349570903
line 4,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.32116911791921665,0.603526855066356
line 5,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.37845805517753495,0.7111817017017144
line 6,0.6666666666666666,0.0,0.3333333333333333,0.3576651745414732,0.672108636584635
line 7,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2584411266559975,0.485651177800141
line 8,0.16666666666666666,0.3333333333333333,0.5,0.30251110007464366,0.5684655300408924
line 9,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2584411266559975,0.485651177800141
line 10,0.16666666666666666,0.3333333333333333,0.5,0.30251110007464366,0.5684655300408924
line 11,0.5,0.375,0.125,0.26603284793213333,0.4999172059164528
line 12,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.06918043446500238,0.13000082422398074
line 13,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.22538018662487283,0.4235245160220903
line 14,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.06918043446500238,0.13000082422398074
line 15,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.22538018662487283,0.4235245160220903
line 16,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.06918043446500238,0.13000082422398074
line 17,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.3545026443166965,0.6661657491333831
line 18,0.6666666666666666,0.0,0.3333333333333333,0.3576651745414732,0.672108636584635
line 19,1.0,0.0,0.0,0.7256535163068054,1.3636161141577952
line 20,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.15624564678587408,0.2936099349570903
line 21,0.5,0.16666666666666666,0.3333333333333333,0.12221452078944832,0.2296601424613005
line 22,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.15624564678587408,0.2936099349570903
line 23,0.5,0.16666666666666666,0.3333333333333333,0.12221452078944832,0.2296601424613005
line 24,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.4708901974301871,0.8848761106853976
line 25,0.0,0.16666666666666666,0.8333333333333334,0.6457270445930088,1.2134218102268957
line 26,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2584411266559975,0.485651177800141
line 27,0.5,0.3333333333333333,0.16666666666666666,0.21381573813116583,0.4017931139645009
line 28,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2584411266559975,0.485651177800141
line 29,0.5,0.3333333333333333,0.16666666666666666,0.21381573813116583,0.4017931139645009
line 30,0.125,0.375,0.5,0.3497052279408357,0.6571506556632339
line 31,0.5,0.16666666666666666,0.3333333333333333,0.12221452078944832,0.2296601424613005
line 32,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.06918043446500238,0.13000082422398074
line 33,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1142782228375889,0.2147466010386783
line 34,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.06918043446500238,0.13000082422398074
line 35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1142782228375889,0.2147466010386783
line 36,0.125,0.375,0.5,0.3497052279408357,0.6571506556632339
line 37,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.23987808194351481,0.45076832209980316
