lineNumber,close,neutral,open,distFromMean,ZNorm
line 1,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.31347950547481357,0.8260068497755091
line 2,0.16666666666666666,0.3333333333333333,0.5,0.3060061612502338,0.8063148654115452
line 3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1968389972259668,0.5186634442507575
line 4,0.5,0.0,0.5,0.21141894849162673,0.5570810741260727
line 5,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.20391188770914165,0.5373002478847476
line 6,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.35503123542937937,0.9354941143751756
line 7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.20391188770914165,0.5373002478847476
line 8,0.3333333333333333,0.16666666666666666,0.5,0.11667611450785054,0.3074372266942964
line 9,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.03647773077549648,0.09611746528433847
line 10,0.8333333333333334,0.0,0.16666666666666666,0.5179217559885649,1.3647045839450784
line 11,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.172265191040859,0.4539123779786255
line 12,0.5,0.16666666666666666,0.3333333333333333,0.11947673982003641,0.3148167703362844
line 13,0.5,0.16666666666666666,0.3333333333333333,0.11947673982003641,0.3148167703362844
line 14,0.0,0.2857142857142857,0.7142857142857143,0.522372065635126,1.3764309845150728
line 15,0.0,0.3333333333333333,0.6666666666666666,0.5095537868845595,1.3426552962631007
line 16,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.20667328031745683,0.5445764148097049
line 17,0.3333333333333333,0.16666666666666666,0.5,0.11667611450785054,0.3074372266942964
line 18,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.20667328031745683,0.5445764148097049
line 19,0.3333333333333333,0.16666666666666666,0.5,0.11667611450785054,0.3074372266942964
line 20,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.03647773077549648,0.09611746528433847
line 21,0.8333333333333334,0.0,0.16666666666666666,0.5179217559885649,1.3647045839450784
line 22,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.17061184783099737,0.44955588004965563
line 23,0.5,0.0,0.5,0.21141894849162673,0.5570810741260727
line 24,0.5,0.0,0.5,0.21141894849162673,0.5570810741260727
