close,neutral,open
0.3888888888888889,0.1111111111111111,0.5
0.5294117647058824,0.17647058823529413,0.29411764705882354
0.4444444444444444,0.1111111111111111,0.4444444444444444
0.3157894736842105,0.3157894736842105,0.3684210526315789
0.3684210526315789,0.21052631578947367,0.42105263157894735
0.4444444444444444,0.16666666666666666,0.3888888888888889
0.3157894736842105,0.15789473684210525,0.5263157894736842
0.15789473684210525,0.15789473684210525,0.6842105263157895
0.3157894736842105,0.15789473684210525,0.5263157894736842
0.15789473684210525,0.15789473684210525,0.6842105263157895
0.15789473684210525,0.15789473684210525,0.6842105263157895
