Line 1,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,0.0
Line 2,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
Line 3,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666
Line 4,0.125,0.375,0.375,0.0,0.125
Line 5,0.1,0.3,0.4,0.0,0.2
Line 6,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666
Line 7,0.25,0.25,0.375,0.0,0.125
Line 8,0.0,0.2,0.6,0.0,0.2
Line 9,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285
Line 10,0.2,0.1,0.5,0.2,0.0
Line 11,0.4,0.2,0.3,0.1,0.0
Line 12,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285
Line 13,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0
Line 14,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285
Line 15,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666
Line 16,0.14285714285714285,0.0,0.7142857142857143,0.0,0.14285714285714285
Line 17,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0
Line 18,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666
Mean,0.15496031746031744,0.14398148148148146,0.49351851851851847,0.094708994708994715,0.11283068783068782
StDev,0.10004427874571623,0.1207017829941274,0.13275943087969438,0.077840740451229573,0.07274314528355974
