song,pitch,diatonicNumber,beat,beatStrength,duration,IPA,vowelCategory,stress
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,F4,32,1.0,2,0.5,'van,0,1
DasWandern,B-4,35,1.5,1,0.5,dəɾn,2,0
DasWandern,A4,34,2.0,2,0.5,'Ist,4,1
DasWandern,E-5,38,2.5,1,0.5,dɛs,1,0
DasWandern,D5,37,1.0,2,0.25,'mY,4,1
DasWandern,F5,39,1.25,0,0.25,'mY,4,1
DasWandern,D5,37,1.5,1,0.25,ləɾs,2,0
DasWandern,B-4,35,1.75,0,0.25,ləɾs,2,0
DasWandern,F4,32,2.0,2,0.5,'lʊst,4,1
DasWandern,D5,37,2.5,1,0.5,das,0,0
DasWandern,C5,36,1.0,2,0.75,'van,0,1
DasWandern,A4,34,1.75,0,0.25,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dəɾn,2,0
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,F4,32,1.0,2,0.5,'van,0,1
DasWandern,B-4,35,1.5,1,0.5,dəɾn,2,0
DasWandern,A4,34,2.0,2,0.5,'Ist,4,1
DasWandern,E-5,38,2.5,1,0.5,dɛs,1,0
DasWandern,D5,37,1.0,2,0.25,'mY,4,1
DasWandern,F5,39,1.25,0,0.25,'mY,4,1
DasWandern,D5,37,1.5,1,0.25,ləɾs,2,0
DasWandern,B-4,35,1.75,0,0.25,ləɾs,2,0
DasWandern,F4,32,2.0,2,0.5,'lʊst,4,1
DasWandern,D5,37,2.5,1,0.5,das,0,0
DasWandern,C5,36,1.0,2,0.75,'van,0,1
DasWandern,A4,34,1.75,0,0.25,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dəɾn,2,0
DasWandern,B-4,35,2.5,1,0.25,das,0,0
DasWandern,C5,36,2.75,0,0.25,das,0,0
DasWandern,D5,37,1.0,2,0.5,'mʊs,4,1
DasWandern,C5,36,1.5,1,0.5,a:In,0,0
DasWandern,B-4,35,2.0,2,0.5,'ʃlɛç,1,1
DasWandern,A4,34,2.5,1,0.5,təʁ,2,0
DasWandern,B-4,35,1.0,2,0.25,'mY,4,1
DasWandern,C5,36,1.25,0,0.25,'mY,4,1
DasWandern,B-4,35,1.5,1,0.25,ləɾ,2,0
DasWandern,A4,34,1.75,0,0.25,ləɾ,2,0
DasWandern,G4,33,2.0,2,0.5,'za:In,0,1
DasWandern,A4,34,2.5,1,0.25,dem,3,0
DasWandern,B-4,35,2.75,0,0.25,dem,3,0
DasWandern,C5,36,1.0,2,0.5,'ni,4,1
DasWandern,B-4,35,1.5,1,0.5,mals,0,0
DasWandern,A4,34,2.0,2,0.5,'fil,4,1
DasWandern,G4,33,2.5,1,0.5,das,0,0
DasWandern,A4,34,1.0,2,0.25,'van,0,1
DasWandern,B-4,35,1.25,0,0.25,'van,0,1
DasWandern,A4,34,1.5,1,0.25,dəɾn,2,0
DasWandern,G4,33,1.75,0,0.25,dəɾn,2,0
DasWandern,F4,32,2.0,2,0.5,'a:In,0,1
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,E-5,38,1.0,2,1.0,'van,0,1
DasWandern,D5,37,2.0,2,0.5,dərn,2,0
DasWandern,E-5,38,2.5,1,0.25,das,0,0
DasWandern,D5,37,2.75,0,0.25,das,0,0
DasWandern,C5,36,1.0,2,1.0,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dərn,2,0
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,E-5,38,1.0,2,1.0,'van,0,1
DasWandern,D5,37,2.0,2,0.5,dərn,2,0
DasWandern,E-5,38,2.5,1,0.25,das,0,0
DasWandern,D5,37,2.75,0,0.25,das,0,0
DasWandern,C5,36,1.0,2,1.0,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dərn,2,0
DasWandern,F4,32,2.5,1,0.5,fɔm,1,0
DasWandern,F4,32,1.0,2,0.5,'va,0,1
DasWandern,B-4,35,1.5,1,0.5,səʁ,2,0
DasWandern,A4,34,2.0,2,0.5,'ha,0,1
DasWandern,E-5,38,2.5,1,0.5,bən,2,0
DasWandern,D5,37,1.0,2,0.25,'viɾs,4,1
DasWandern,F5,39,1.25,0,0.25,'viɾs,4,1
DasWandern,D5,37,1.5,1,0.25,gə,2,0
DasWandern,B-4,35,1.75,0,0.25,gə,2,0
DasWandern,F4,32,2.0,2,0.5,'lɛɾnt,1,1
DasWandern,D5,37,2.5,1,0.5,fɔm,1,0
DasWandern,C5,36,1.0,2,0.75,'va,0,1
DasWandern,A4,34,1.75,0,0.25,'va,0,1
DasWandern,B-4,35,2.0,2,0.5,səʁ,2,0
DasWandern,F4,32,2.5,1,0.5,fɔm,1,0
DasWandern,F4,32,1.0,2,0.5,'va,0,1
DasWandern,B-4,35,1.5,1,0.5,səʁ,2,0
DasWandern,A4,34,2.0,2,0.5,'ha,0,1
DasWandern,E-5,38,2.5,1,0.5,bən,2,0
DasWandern,D5,37,1.0,2,0.25,'viɾs,4,1
DasWandern,F5,39,1.25,0,0.25,'viɾs,4,1
DasWandern,D5,37,1.5,1,0.25,gə,2,0
DasWandern,B-4,35,1.75,0,0.25,gə,2,0
DasWandern,F4,32,2.0,2,0.5,'lɛɾnt,1,1
DasWandern,D5,37,2.5,1,0.5,fɔm,1,0
DasWandern,C5,36,1.0,2,0.75,'va,0,1
DasWandern,A4,34,1.75,0,0.25,'va,0,1
DasWandern,B-4,35,2.0,2,0.5,səʁ,2,0
DasWandern,B-4,35,2.5,1,0.25,das,0,0
DasWandern,C5,36,2.75,0,0.25,das,0,0
DasWandern,D5,37,1.0,2,0.5,'hat,0,1
DasWandern,C5,36,1.5,1,0.5,nIçt,4,0
DasWandern,B-4,35,2.0,2,0.5,'ɾast,0,1
DasWandern,A4,34,2.5,1,0.5,ba:I,0,0
DasWandern,B-4,35,1.0,2,0.25,'tak,0,1
DasWandern,C5,36,1.25,0,0.25,'tak,0,1
DasWandern,B-4,35,1.5,1,0.25,ʊnt,4,0
DasWandern,A4,34,1.75,0,0.25,ʊnt,4,0
DasWandern,G4,33,2.0,2,0.5,'naχt,0,1
DasWandern,A4,34,2.5,1,0.25,Ist,4,0
DasWandern,B-4,35,2.75,0,0.25,Ist,4,0
DasWandern,C5,36,1.0,2,0.5,'ʃtets,3,1
DasWandern,B-4,35,1.5,1,0.5,a:ʊf,0,0
DasWandern,A4,34,2.0,2,0.5,'van,0,1
DasWandern,G4,33,2.5,1,0.5,dəʁ,2,0
DasWandern,A4,34,1.0,2,0.25,'ʃaft,0,1
DasWandern,B-4,35,1.25,0,0.25,'ʃaft,0,1
DasWandern,A4,34,1.5,1,0.25,bə,2,0
DasWandern,G4,33,1.75,0,0.25,bə,2,0
DasWandern,F4,32,2.0,2,0.5,'daχt,0,1
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,E-5,38,1.0,2,1.0,'va,0,1
DasWandern,D5,37,2.0,2,0.5,səʁ,2,0
DasWandern,E-5,38,2.5,1,0.25,das,0,0
DasWandern,D5,37,2.75,0,0.25,das,0,0
DasWandern,C5,36,1.0,2,1.0,'va,0,1
DasWandern,B-4,35,2.0,2,0.5,səʁ,2,0
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,E-5,38,1.0,2,1.0,'va,0,1
DasWandern,D5,37,2.0,2,0.5,səʁ,2,0
DasWandern,E-5,38,2.5,1,0.25,das,0,0
DasWandern,D5,37,2.75,0,0.25,das,0,0
DasWandern,C5,36,1.0,2,1.0,'va,0,1
DasWandern,B-4,35,2.0,2,0.5,səʁ,2,0
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,F4,32,1.0,2,0.5,'zen,3,1
DasWandern,B-4,35,1.5,1,0.5,viʁ,4,0
DasWandern,A4,34,2.0,2,0.5,'a:ʊχ,0,1
DasWandern,E-5,38,2.5,1,0.5,den,3,0
DasWandern,D5,37,1.0,2,0.25,'ɾɛ,1,1
DasWandern,F5,39,1.25,0,0.25,'ɾɛ,1,1
DasWandern,D5,37,1.5,1,0.25,dəɾn,2,0
DasWandern,B-4,35,1.75,0,0.25,dəɾn,2,0
DasWandern,F4,32,2.0,2,0.5,'ab,0,1
DasWandern,D5,37,2.5,1,0.5,den,3,0
DasWandern,C5,36,1.0,2,0.75,'ɾɛ,1,1
DasWandern,A4,34,1.75,0,0.25,'ɾɛ,1,1
DasWandern,B-4,35,2.0,2,0.5,dəɾn,2,0
DasWandern,F4,32,2.5,1,0.5,das,0,0
DasWandern,F4,32,1.0,2,0.5,'zen,3,1
DasWandern,B-4,35,1.5,1,0.5,viʁ,4,0
DasWandern,A4,34,2.0,2,0.5,'a:ʊχ,0,1
DasWandern,E-5,38,2.5,1,0.5,den,3,0
DasWandern,D5,37,1.0,2,0.25,'ɾɛ,1,1
DasWandern,F5,39,1.25,0,0.25,'ɾɛ,1,1
DasWandern,D5,37,1.5,1,0.25,dəɾn,2,0
DasWandern,B-4,35,1.75,0,0.25,dəɾn,2,0
DasWandern,F4,32,2.0,2,0.5,'ab,0,1
DasWandern,D5,37,2.5,1,0.5,den,3,0
DasWandern,C5,36,1.0,2,0.75,'ɾɛ,1,1
DasWandern,A4,34,1.75,0,0.25,'ɾɛ,1,1
DasWandern,B-4,35,2.0,2,0.5,dəɾn,2,0
DasWandern,B-4,35,2.5,1,0.25,di,4,0
DasWandern,C5,36,2.75,0,0.25,di,4,0
DasWandern,D5,37,1.0,2,0.5,'gaʁ,0,1
DasWandern,C5,36,1.5,1,0.5,nIçt,4,0
DasWandern,B-4,35,2.0,2,0.5,'gɛɾ,1,1
DasWandern,A4,34,2.5,1,0.5,nə,2,0
DasWandern,B-4,35,1.0,2,0.25,'ʃtI,4,1
DasWandern,C5,36,1.25,0,0.25,'ʃtI,4,1
DasWandern,B-4,35,1.5,1,0.25,lə,2,0
DasWandern,A4,34,1.75,0,0.25,lə,2,0
DasWandern,G4,33,2.0,2,0.5,'ʃten,3,1
DasWandern,A4,34,2.5,1,0.25,di,4,0
DasWandern,B-4,35,2.75,0,0.25,di,4,0
DasWandern,C5,36,1.0,2,0.5,'zIç,4,1
DasWandern,B-4,35,1.5,1,0.5,ma:In,0,0
DasWandern,A4,34,2.0,2,0.5,'tak,0,1
DasWandern,G4,33,2.5,1,0.5,nIçt,4,0
DasWandern,A4,34,1.0,2,0.25,'my,4,1
DasWandern,B-4,35,1.25,0,0.25,'my,4,1
DasWandern,A4,34,1.5,1,0.25,də,2,0
DasWandern,G4,33,1.75,0,0.25,də,2,0
DasWandern,F4,32,2.0,2,0.5,'dɾen,3,1
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,E-5,38,1.0,2,1.0,'ɾɛ,1,1
DasWandern,D5,37,2.0,2,0.5,dəʁ,2,0
DasWandern,E-5,38,2.5,1,0.25,di,4,0
DasWandern,D5,37,2.75,0,0.25,di,4,0
DasWandern,C5,36,1.0,2,1.0,'ɾɛ,1,1
DasWandern,B-4,35,2.0,2,0.5,dəʁ,2,0
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,E-5,38,1.0,2,1.0,'ɾɛ,1,1
DasWandern,D5,37,2.0,2,0.5,dəʁ,2,0
DasWandern,E-5,38,2.5,1,0.25,di,4,0
DasWandern,D5,37,2.75,0,0.25,di,4,0
DasWandern,C5,36,1.0,2,1.0,'ɾɛ,1,1
DasWandern,B-4,35,2.0,2,0.5,dəʁ,2,0
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,F4,32,1.0,2,0.5,'ʃta:I,0,1
DasWandern,B-4,35,1.5,1,0.5,nə,2,0
DasWandern,A4,34,2.0,2,0.5,'zɛlbst,1,1
DasWandern,E-5,38,2.5,1,0.5,zo,3,0
DasWandern,D5,37,1.0,2,0.25,'ʃveʁ,3,1
DasWandern,F5,39,1.25,0,0.25,'ʃveʁ,3,1
DasWandern,D5,37,1.5,1,0.25,zi,4,0
DasWandern,B-4,35,1.75,0,0.25,zi,4,0
DasWandern,F4,32,2.0,2,0.5,'zInt,4,1
DasWandern,D5,37,2.5,1,0.5,di,4,0
DasWandern,C5,36,1.0,2,0.75,'ʃta:I,0,1
DasWandern,A4,34,1.75,0,0.25,'ʃta:I,0,1
DasWandern,B-4,35,2.0,2,0.5,nə,2,0
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,F4,32,1.0,2,0.5,'ʃta:I,0,1
DasWandern,B-4,35,1.5,1,0.5,nə,2,0
DasWandern,A4,34,2.0,2,0.5,'zɛlbst,1,1
DasWandern,E-5,38,2.5,1,0.5,zo,3,0
DasWandern,D5,37,1.0,2,0.25,'ʃveʁ,3,1
DasWandern,F5,39,1.25,0,0.25,'ʃveʁ,3,1
DasWandern,D5,37,1.5,1,0.25,zi,4,0
DasWandern,B-4,35,1.75,0,0.25,zi,4,0
DasWandern,F4,32,2.0,2,0.5,'zInt,4,1
DasWandern,D5,37,2.5,1,0.5,di,4,0
DasWandern,C5,36,1.0,2,0.75,'ʃta:I,0,1
DasWandern,A4,34,1.75,0,0.25,'ʃta:I,0,1
DasWandern,B-4,35,2.0,2,0.5,nə,2,0
DasWandern,B-4,35,2.5,1,0.25,zi,4,0
DasWandern,C5,36,2.75,0,0.25,zi,4,0
DasWandern,D5,37,1.0,2,0.5,'tan,0,1
DasWandern,C5,36,1.5,1,0.5,tsən,2,0
DasWandern,B-4,35,2.0,2,0.5,'mIt,4,1
DasWandern,A4,34,2.5,1,0.5,den,3,0
DasWandern,B-4,35,1.0,2,0.25,'mʊn,4,1
DasWandern,C5,36,1.25,0,0.25,'mʊn,4,1
DasWandern,B-4,35,1.5,1,0.25,təɾn,2,0
DasWandern,A4,34,1.75,0,0.25,təɾn,2,0
DasWandern,G4,33,2.0,2,0.5,'ɾa:In,0,1
DasWandern,A4,34,2.5,1,0.25,ʊnt,4,0
DasWandern,B-4,35,2.75,0,0.25,ʊnt,4,0
DasWandern,C5,36,1.0,2,0.5,'vɔ,1,1
DasWandern,B-4,35,1.5,1,0.5,lən,2,0
DasWandern,A4,34,2.0,2,0.5,'gaɾ,0,1
DasWandern,G4,33,2.5,1,0.5,nɔχ,1,0
DasWandern,A4,34,1.0,2,0.25,'ʃnɛ,1,1
DasWandern,B-4,35,1.25,0,0.25,'ʃnɛ,1,1
DasWandern,A4,34,1.5,1,0.25,ləʁ,2,0
DasWandern,G4,33,1.75,0,0.25,ləʁ,2,0
DasWandern,F4,32,2.0,2,0.5,'za:In,0,1
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,E-5,38,1.0,2,1.0,'ʃta:I,0,1
DasWandern,D5,37,2.0,2,0.5,nə,2,0
DasWandern,E-5,38,2.5,1,0.25,di,4,0
DasWandern,D5,37,2.75,0,0.25,di,4,0
DasWandern,C5,36,1.0,2,1.0,'ʃta:I,0,1
DasWandern,B-4,35,2.0,2,0.5,nə,2,0
DasWandern,F4,32,2.5,1,0.5,di,4,0
DasWandern,E-5,38,1.0,2,1.0,'ʃta:I,0,1
DasWandern,D5,37,2.0,2,0.5,nə,2,0
DasWandern,E-5,38,2.5,1,0.25,di,4,0
DasWandern,D5,37,2.75,0,0.25,di,4,0
DasWandern,C5,36,1.0,2,1.0,'ʃta:I,0,1
DasWandern,B-4,35,2.0,2,0.5,nə,2,0
DasWandern,F4,32,2.5,1,0.5,o,3,0
DasWandern,F4,32,1.0,2,0.5,'van,0,1
DasWandern,B-4,35,1.5,1,0.5,dəɾn,2,0
DasWandern,A4,34,2.0,2,0.5,'van,0,1
DasWandern,E-5,38,2.5,1,0.5,dəɾn,2,0
DasWandern,D5,37,1.0,2,0.25,'ma:I,0,1
DasWandern,F5,39,1.25,0,0.25,'ma:I,0,1
DasWandern,D5,37,1.5,1,0.25,nə,2,0
DasWandern,B-4,35,1.75,0,0.25,nə,2,0
DasWandern,F4,32,2.0,2,0.5,'lʊst,4,1
DasWandern,D5,37,2.5,1,0.5,o,3,0
DasWandern,C5,36,1.0,2,0.75,'van,0,1
DasWandern,A4,34,1.75,0,0.25,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dərn,2,0
DasWandern,F4,32,2.5,1,0.5,o,3,0
DasWandern,F4,32,1.0,2,0.5,'van,0,1
DasWandern,B-4,35,1.5,1,0.5,dəɾn,2,0
DasWandern,A4,34,2.0,2,0.5,'van,0,1
DasWandern,E-5,38,2.5,1,0.5,dəɾn,2,0
DasWandern,D5,37,1.0,2,0.25,'ma:I,0,1
DasWandern,F5,39,1.25,0,0.25,'ma:I,0,1
DasWandern,D5,37,1.5,1,0.25,nə,2,0
DasWandern,B-4,35,1.75,0,0.25,nə,2,0
DasWandern,F4,32,2.0,2,0.5,'lʊst,4,1
DasWandern,D5,37,2.5,1,0.5,o,3,0
DasWandern,C5,36,1.0,2,0.75,'van,0,1
DasWandern,A4,34,1.75,0,0.25,'van,0,1
DasWandern,B-4,35,2.0,2,0.5,dərn,2,0
DasWandern,B-4,35,2.5,1,0.25,hɛɾ,1,0
DasWandern,C5,36,2.75,0,0.25,hɛɾ,1,0
DasWandern,D5,37,1.0,2,0.5,'ma:Is,0,1
DasWandern,C5,36,1.5,1,0.5,təʁ,2,0
DasWandern,B-4,35,2.0,2,0.5,'ʊnt,4,1
DasWandern,A4,34,2.5,1,0.5,fɾa:ʊ,0,0
DasWandern,B-4,35,1.0,2,0.25,'ma:Is,0,1
DasWandern,C5,36,1.25,0,0.25,'ma:Is,0,1
DasWandern,B-4,35,1.5,1,0.25,tə,2,0
DasWandern,A4,34,1.75,0,0.25,tə,2,0
DasWandern,G4,33,2.0,2,0.5,'ɾIn,4,1
DasWandern,A4,34,2.5,1,0.25,last,0,0
DasWandern,B-4,35,2.75,0,0.25,last,0,0
DasWandern,C5,36,1.0,2,0.5,'mIç,4,1
DasWandern,B-4,35,1.5,1,0.5,In,4,0
DasWandern,A4,34,2.0,2,0.5,'fɾi,4,1
DasWandern,G4,33,2.5,1,0.5,dən,2,0
DasWandern,A4,34,1.0,2,0.25,'va:I,0,1
DasWandern,B-4,35,1.25,0,0.25,'va:I,0,1
DasWandern,A4,34,1.5,1,0.25,təʁ,2,0
DasWandern,G4,33,1.75,0,0.25,təʁ,2,0
DasWandern,F4,32,2.0,2,0.5,'tsin,4,1
DasWandern,F4,32,2.5,1,0.5,ʊnt,4,0
DasWandern,E-5,38,1.0,2,1.0,'van,0,1
