song,pitch,diatonicNumber,beat,beatStrength,duration,IPA,vowelCategory,stress
MitDemGrunenLautenbande,F5,39,1.0,2,0.5,'hap,0,1
MitDemGrunenLautenbande,G4,33,1.5,1,0.25,'hap,0,1
MitDemGrunenLautenbande,G4,33,1.75,0,0.25,das,0,0
MitDemGrunenLautenbande,E-5,38,2.0,2,0.5,'gɾyn,2,1
MitDemGrunenLautenbande,D5,37,2.5,1,0.25,'gɾyn,2,1
MitDemGrunenLautenbande,C5,36,2.75,0,0.25,ə,1,0
MitDemGrunenLautenbande,B-4,35,1.0,2,0.5,'gɛrn,0,1
MitDemGrunenLautenbande,D5,37,1.0,2,0.5,Ist,2,0
MitDemGrunenLautenbande,C5,36,1.5,1,0.25,'a:ʊχ,0,1
MitDemGrunenLautenbande,A4,34,1.75,0,0.25,da:In,0,0
MitDemGrunenLautenbande,B-4,35,2.0,2,0.5,'gan,0,1
MitDemGrunenLautenbande,F4,32,2.5,1,0.5,tsəʁ,1,0
MitDemGrunenLautenbande,E-5,38,1.0,2,0.5,'lip,2,1
MitDemGrunenLautenbande,D5,37,1.5,1,0.5,stəʁ,1,0
MitDemGrunenLautenbande,C5,36,2.0,2,0.75,'va:Is,0,1
MitDemGrunenLautenbande,C5,36,2.75,0,0.25,zol,2,0
MitDemGrunenLautenbande,F5,39,1.0,2,0.5,'gryn,2,1
MitDemGrunenLautenbande,E-5,38,1.5,1,0.25,dɔχ,0,0
MitDemGrunenLautenbande,D5,37,1.75,0,0.25,dɔχ,0,0
MitDemGrunenLautenbande,D5,37,2.0,2,0.5,'hab,0,1
MitDemGrunenLautenbande,C5,36,2.5,1,0.25,ən,1,0
MitDemGrunenLautenbande,A4,34,2.75,0,0.25,ən,1,0
MitDemGrunenLautenbande,B-4,35,1.0,2,0.5,'za:I,0,1
MitDemGrunenLautenbande,C5,36,1.5,1,0.5,nən,1,0
MitDemGrunenLautenbande,D5,37,2.0,2,0.5,'pra:Is,0,1
MitDemGrunenLautenbande,D5,37,2.5,1,0.5,ʊnt,2,0
MitDemGrunenLautenbande,C5,36,1.0,2,0.75,'Iç,2,1
MitDemGrunenLautenbande,C5,36,1.75,0,0.25,a:ʊχ,0,0
MitDemGrunenLautenbande,D5,37,2.0,2,0.25,'hap,0,1
MitDemGrunenLautenbande,C5,36,2.25,0,0.25,'hap,0,1
MitDemGrunenLautenbande,B-4,35,2.5,1,0.25,ɛs,0,0
MitDemGrunenLautenbande,A4,34,2.75,0,0.25,ɛs,0,0
MitDemGrunenLautenbande,B-4,35,1.0,2,0.25,'gɛrn,0,1
MitDemGrunenLautenbande,D5,37,1.25,0,0.25,'gɛrn,0,1
MitDemGrunenLautenbande,F5,39,1.5,1,1.0,'gɛrn,0,1
MitDemGrunenLautenbande,F5,39,2.5,1,0.5,ʊnt,2,0
MitDemGrunenLautenbande,F5,39,1.0,2,0.5,'Iç,2,1
MitDemGrunenLautenbande,G4,33,1.5,1,0.25,'Iç,2,1
MitDemGrunenLautenbande,G4,33,1.75,0,0.25,a:ʊχ,0,0
MitDemGrunenLautenbande,E-5,38,2.0,2,0.5,'hap,0,1
MitDemGrunenLautenbande,D5,37,2.5,1,0.25,'hap,0,1
MitDemGrunenLautenbande,C5,36,2.75,0,0.25,ɛs,0,0
MitDemGrunenLautenbande,B-4,35,1.0,2,1.0,'gɛrn,0,1
MitDemGrunenLautenbande,D5,37,2.5,1,0.5,va:Il,0,0
MitDemGrunenLautenbande,C5,36,1.0,2,0.5,'ʊns,2,1
MitDemGrunenLautenbande,F4,32,1.5,1,0.5,ɾə,1,0
MitDemGrunenLautenbande,F5,39,2.0,2,0.75,'lip,2,1
MitDemGrunenLautenbande,A4,34,2.75,0,0.25,Ist,2,0
MitDemGrunenLautenbande,B-4,35,1.0,2,0.5,'Im,2,1
MitDemGrunenLautenbande,C5,36,1.5,1,0.5,əʁ,1,0
MitDemGrunenLautenbande,D5,37,2.0,2,0.5,'gryn,2,1
MitDemGrunenLautenbande,F5,39,2.5,1,0.5,va:Il,0,0
MitDemGrunenLautenbande,F4,32,1.0,2,0.25,'gryn,2,1
MitDemGrunenLautenbande,G4,33,1.25,0,0.25,deʁ,2,0
MitDemGrunenLautenbande,A4,34,1.5,1,0.25,'hɔf,0,1
MitDemGrunenLautenbande,B-4,35,1.75,0,0.25,nʊŋ,2,0
MitDemGrunenLautenbande,C5,36,2.0,2,0.75,'fɛɾ,0,1
MitDemGrunenLautenbande,E4,31,2.75,0,0.25,nən,1,0
MitDemGrunenLautenbande,F4,32,1.0,2,1.0,'blyn,2,1
MitDemGrunenLautenbande,F4,32,2.5,1,0.5,drʊm,2,0
MitDemGrunenLautenbande,C5,36,1.0,2,0.75,'hab,0,1
MitDemGrunenLautenbande,C5,36,1.75,0,0.25,ən,1,0
MitDemGrunenLautenbande,D5,37,2.0,2,0.25,'viʁ,2,1
MitDemGrunenLautenbande,C5,36,2.25,0,0.25,'viʁ,2,1
MitDemGrunenLautenbande,B-4,35,2.5,1,0.25,ɛs,0,0
MitDemGrunenLautenbande,A4,34,2.75,0,0.25,ɛs,0,0
MitDemGrunenLautenbande,B-4,35,1.0,2,0.25,'gɛɾn,0,1
MitDemGrunenLautenbande,D5,37,1.25,0,0.25,'gɛɾn,0,1
MitDemGrunenLautenbande,F5,39,1.5,1,1.0,'gɛɾn,0,1
